,normalized_title,offer_price_amazon,mrp_amazon,offer_price_prokick,mrp_prokick,offer_price_instasports,mrp,clean_title,color,pack_size,limited_edition,speed
2232,apacs z ziggler lite badminton racket (white),,,,,2199.0,6999.0,apacs z ziggler lite badminton racket,white,,No,
2233,head bolt 2023 padel racquet (red),,,,,11999.0,12999.0,head bolt 2023 padel racquet,red,,No,
2234,gm diamond select kashmir willow cricket bat -sh,,,,,2829.0,3449.0,gm diamond select kashmir willow cricket bat -sh,,,No,
2235,gm noir select kashmir willow cricket  bat -sh,,,,,2799.0,3275.0,gm noir select kashmir willow cricket bat -sh,,,No,
2236,sega strike football shoes (white/pink),,,,,999.0,1090.0,sega strike football shoes,"white, pink",,No,
2237,sega horizon football shoes (red),,,,,949.0,1050.0,sega horizon football shoes,red,,No,
2238,sega new spectra football shoes (black),,,,,649.0,725.0,sega new spectra football shoes,black,,No,
2239,yonex sunr 23015 badminton kitbag (black/gold),,,,,860.0,609.0,yonex sunr 23015 badminton kitbag,"black, gold",,No,
2240,yonex tokyo ultima badminton shoes for men (posy green/bright gold),,,,,2575.0,5999.0,yonex tokyo ultima badminton shoes for men,"green, gold",,No,
2241,asics blade ff (black/safety yellow) badminton shoes,,,,,6599.0,8999.0,asics blade ff badminton shoes,"black, yellow",,No,
2242,asics court control ff3 (classic red/black) badminton shoes,,,,,8099.0,10999.0,asics court control ff3 badminton shoes,"red, black",,No,
2243,gm noir maestro kashmir willow cricket bat -sh,,,,,2499.0,3429.0,gm noir maestro kashmir willow cricket bat -sh,,,No,
2244,yonex astrox 22 rx badminton racket,,,,,6599.0,11390.0,yonex astrox 22 rx badminton racket,,,No,
2245,asics court control ff3 (french blue/white) badminton shoes,,,,,8099.0,10999.0,asics court control ff3 badminton shoes,"blue, white",,No,
2246,apacs nano fusion 722 red badminton racket,,,,,2299.0,6299.0,apacs nano fusion 722 badminton racket,red,,No,
2247,apacs nano fusion 722 grey badminton racket,,,,,2299.0,6299.0,apacs nano fusion 722 badminton racket,grey,,No,
2248,apacs finapi 232 reborn grey badminton racket,,,,,2749.0,7999.0,apacs finapi 232 reborn badminton racket,grey,,No,
2249,apacs finapi 232 armor black badminton racket,,,,,2099.0,4299.0,apacs finapi 232 armor badminton racket,black,,No,
2250,usi pro contest boxing gloves (red),,,,,2949.0,3599.0,usi pro contest boxing gloves,red,,No,
2251,usi sparring boxing gloves,,,,,3099.0,3849.0,usi sparring boxing gloves,,,No,
2252,babolat i-pulse essential badminton racket (strung),,,,,3479.0,6299.0,babolat i-pulse essential badminton racket,,,No,
2253,babolat x-feel origin lite badminton racket (strung),,,,,5299.0,9499.0,babolat x-feel origin lite badminton racket,,,No,
2254,babolat x-feel origin essential badminton racket (strung),,,,,5299.0,9499.0,babolat x-feel origin essential badminton racket,,,No,
2255,babolat satelite gravity 74 badminton racket (strung),,,,,6299.0,12999.0,babolat satelite gravity 74 badminton racket,,,No,
2256,babolat satelite origin power badminton racket (strung),,,,,6299.0,11999.0,babolat satelite origin power badminton racket,,,No,
2257,babolat satelite essential badminton racket (strung),,,,,6899.0,12999.0,babolat satelite essential badminton racket,,,No,
2258,babolat jet tere all court men's tennis shoe (white/estate blue),,,,,5849.0,9999.0,babolat jet tere all court men's tennis shoe,"white, blue",,No,
2259,babolat propulse fury 3 all court men's tennis shoe (grey/aero),,,,,8699.0,12699.0,babolat propulse fury 3 all court men's tennis shoe,grey,,No,
2260,head sprint pro 3.5 sf tennis shoes (black/orange),,,,,9299.0,14499.0,head sprint pro 3.5 sf tennis shoes,"black, orange",,No,
2261,head sprint team 3.5 tennis shoes (black),,,,,5399.0,8499.0,head sprint team 3.5 tennis shoes,black,,No,
2262,head sprint pro 3.5 tennis shoes (forest green/light green),,,,,8299.0,12999.0,head sprint pro 3.5 tennis shoes,"green, green",,No,
2263,head revolt evo 2.0 tennis shoes (blue),,,,,6699.0,9899.0,head revolt evo 2.0 tennis shoes,blue,,No,
2264,head revolt evo 2.0 tennis shoes (white/dark blue),,,,,6299.0,9899.0,head revolt evo 2.0 tennis shoes,"white, blue",,No,
2265,head revolt court tennis shoes (black/teal),,,,,5054.0,6899.0,head revolt court tennis shoes,black,,No,
2266,babolat x-feel blast badminton racket (strung),,,,,7499.0,15499.0,babolat x-feel blast badminton racket,,,No,
2267,babolat x-feel essential badminton racket (strung),,,,,7499.0,15499.0,babolat x-feel essential badminton racket,,,No,
2268,new balance ck10r5 men's cricket spike shoes,,,,,8549.0,13999.0,new balance ck10r5 men's cricket spike shoes,,,No,
2269,babolat shadow tour 5 badminton shoes for men (black/white),,,,,9499.0,11999.0,babolat shadow tour 5 badminton shoes for men,"black, white",,No,
2270,babolat shadow tour 5 badminton shoes for men (ceramic blue),,,,,8999.0,11999.0,babolat shadow tour 5 badminton shoes for men,blue,,No,
2271,dunlop tour brilliance tennis balls can (36 balls),,,,,4149.0,7800.0,dunlop tour brilliance tennis balls can,,,No,
2272,dsc intense shoc batting leg guard,,,,,3068.0,3229.0,dsc intense shoc batting leg guard,,,No,
2273,dsc condor flite batting leg guard,,,,,3129.0,3129.0,dsc condor flite batting leg guard,,,No,
2274,dsc intense players batting leg guard,,,,,5839.0,6649.0,dsc intense players batting leg guard,,,No,
2275,asics gel peake 2 men's cricket shoes (white/glow yellow),,,,,5249.0,6999.0,asics gel peake 2 men's cricket shoes,"white, yellow",,No,
2276,asics gel lethal field men's cricket shoes,,,,,4399.0,5499.0,asics gel lethal field men's cricket shoes,,,No,
2277,dsc condor surge english willow cricket bat -sh,,,,,32099.0,33909.0,dsc condor surge english willow cricket bat -sh,,,No,
2278,dsc condor motion english willow cricket bat -sh,,,,,21299.0,22729.0,dsc condor motion english willow cricket bat -sh,,,No,
2279,dsc intense speed english willow cricket bat -sh,,,,,48199.0,50899.0,dsc intense speed english willow cricket bat -sh,,,No,
2280,dsc intense shoc english willow cricket bat -sh,,,,,24350.0,25949.0,dsc intense shoc english willow cricket bat -sh,,,No,
2281,dsc intense xhale english willow cricket bat -sh,,,,,7599.0,8149.0,dsc intense xhale english willow cricket bat -sh,,,No,
2282,dsc krunch 5.0 english willow cricket bat -sh,,,,,15840.0,17599.0,dsc krunch 5.0 english willow cricket bat -sh,,,No,
2283,dsc spliit pro english willow cricket bat -sh,,,,,62280.0,69199.0,dsc spliit pro english willow cricket bat -sh,,,No,
2284,dsc blak players edition english willow cricket bat -sh,,,,,80010.0,90909.0,dsc blak players edition english willow cricket bat -sh,,,No,
2285,dsc krunch 33 kashmir willow cricket bat -sh,,,,,2660.0,3129.0,dsc krunch 33 kashmir willow cricket bat -sh,,,No,
2286,yonex astrox 100 tour badminton racket,,,,,7159.0,12590.0,yonex astrox 100 tour badminton racket,,,No,
2287,dsc ibis 44 kashmir willow cricket bat -sh,,,,,2784.0,3275.0,dsc ibis 44 kashmir willow cricket bat -sh,,,No,
2288,dsc bravado 88 kashmir willow cricket bat -sh,,,,,3464.0,4075.0,dsc bravado 88 kashmir willow cricket bat -sh,,,No,
2289,dsc wildfire sparx tennis cricket bat -sh,,,,,1969.0,2549.0,dsc wildfire sparx tennis cricket bat -sh,,,No,
2290,dsc surge 2.0 multifunction cricket spike shoes (uk6 - uk11),,,,,5099.0,6049.0,dsc surge 2.0 multifunction cricket spike shoes,,,No,
2291,dsc belter cricket shoes (blue),,,,,849.0,940.0,dsc belter cricket shoes,blue,,No,
2292,dsc belter cricket shoes (green / white) (uk3 - uk11),,,,,749.0,940.0,dsc belter cricket shoes,"green, white",,No,
2293,dsc beamer x cricket spike shoes (sky blue) (uk3- uk11),,,,,859.0,929.0,dsc beamer x cricket spike shoes,blue,,No,
2294,dsc beamer cricket spike shoes (orange) (uk3 - uk11),,,,,829.0,890.0,dsc beamer cricket spike shoes,orange,,No,
2295,dsc jaffa 22 cricket spike shoes (white / lemon yellow),,,,,1649.0,2099.0,dsc jaffa 22 cricket spike shoes,"white, yellow",,No,
2296,asics court control ff2 badminton shoes,,,,,8099.0,10999.0,asics court control ff2 badminton shoes,,,No,
2297,yonex nanoray 7000i badminton racket,,,,,1599.0,2199.0,yonex nanoray 7000i badminton racket,,,No,
2298,yonex power cushion shb 65 z3 badminton shoe (blue),,,,,9399.0,13390.0,yonex power cushion shb 65 z3 badminton shoe,blue,,No,
2299,yonex muscle power 33 light badminton racket (green/ blue),,,,,2499.0,4399.0,yonex muscle power 33 light badminton racket,"green, blue",,No,
2300,yonex zr 100 strung badminton racket (set of 2) (black/ white),,,,,996.0,1500.0,yonex zr 100 strung badminton racket,"black, white",,No,
2301,babolat team all court tennis ball (72 balls),,,,,10099.0,19176.0,babolat team all court tennis ball,,,No,
2302,babolat team all court tennis ball (12 balls),,,,,1799.0,3196.0,babolat team all court tennis ball,,,No,
2303,babolat gold championship tennis ball (72 balls),,,,,7299.0,15000.0,babolat championship tennis ball,gold,,No,
2304,babolat gold championship tennis ball (12 balls),,,,,1299.0,2500.0,babolat championship tennis ball,gold,,No,
2305,babolat gold championship tennis ball (3 balls),,,,,390.0,625.0,babolat championship tennis ball,gold,,No,
2306,babolat gold all court tennis ball (36 balls),,,,,5099.0,8988.0,babolat all court tennis ball,gold,,No,
2307,babolat gold all court tennis ball (3 balls),,,,,499.0,749.0,babolat all court tennis ball,gold,,No,
2308,yonex tour tennis balls (36 balls),,,,,3799.0,7200.0,yonex tour tennis balls,,,No,
2309,wilson tour premier tennis balls (72 balls),,,,,9799.0,17976.0,wilson tour premier tennis balls,,,No,
2310,yonex tour tennis balls (12 balls),,,,,1499.0,2400.0,yonex tour tennis balls,,,No,
2311,head championship tennis balls (72 balls),,,,,7779.0,13200.0,head championship tennis balls,,,No,
2312,head championship tennis balls (3 balls),,,,,429.0,550.0,head championship tennis balls,,,No,
2313,head tour tennis balls can (12 balls),,,,,1789.0,2549.0,head tour tennis balls can,,,No,
2314,head tour tennis balls can (36 balls),,,,,4749.0,7200.0,head tour tennis balls can,,,No,
2315,dunlop fort all court tennis balls can (36 balls),,,,,5499.0,9900.0,dunlop fort all court tennis balls can,,,No,
2316,dunlop fort all court tennis balls can (72 balls),,,,,9999.0,19800.0,dunlop fort all court tennis balls can,,,No,
2317,dunlop ao tennis balls dozen (72 balls),,,,,9199.0,19176.0,dunlop ao tennis balls dozen,,,No,
2318,dunlop ao tennis ball can (3 balls),,,,,449.0,799.0,dunlop ao tennis ball can,,,No,
2319,wilson clash 100 pro v2 tennis racquet,,,,,16999.0,26499.0,wilson clash 100 pro v2 tennis racquet,,,No,
2320,wilson clash 108 v2 tennis racquet,,,,,16999.0,26499.0,wilson clash 108 v2 tennis racquet,,,No,
2321,wilson clash 98 v2 tennis racquet,,,,,16999.0,26499.0,wilson clash 98 v2 tennis racquet,,,No,
2322,wilson clash 100l v2 tennis racquet,,,,,16999.0,26499.0,wilson clash 100l v2 tennis racquet,,,No,
2323,wilson blade 100ul v7 tennis racquet,,,,,15799.0,21190.0,wilson blade 100ul v7 tennis racquet,,,No,
2324,wilson blade 100 v8 tennis racquet,,,,,16299.0,25999.0,wilson blade 100 v8 tennis racquet,,,No,
2325,wilson blade 98 v8 tennis racquet (18x20),,,,,16999.0,26999.0,wilson blade 98 v8 tennis racquet,,,No,
2326,wilson hyper hammer 5.3 stretch os strung tennis racquet,,,,,9399.0,14999.0,wilson hyper hammer 5.3 stretch os strung tennis racquet,,,No,
2327,li-ning air-force g2 badminton racket (78 grams) (black/ silver),,,,,2849.0,5590.0,li-ning air-force g2 badminton racket,"black, silver",,No,
2328,li-ning ignite 7 badminton racket (dark grey/ red),,,,,2799.0,5490.0,li-ning ignite 7 badminton racket,"grey, red",,No,
2329,li-ning ignite 7 badminton racket (copper/ black),,,,,2799.0,5490.0,li-ning ignite 7 badminton racket,"copper, black",,No,
2330,li-ning gforce 3900 superlite badminton racket (white/ blue),,,,,1899.0,4590.0,li-ning gforce 3900 superlite badminton racket,"white, blue",,No,
2331,li-ning gforce 3800 superlite badminton racket (black/ purple),,,,,1799.0,4590.0,li-ning gforce 3800 superlite badminton racket,black,,No,
2332,li-ning gforce 3700 superlite badminton racket (black/amber),,,,,1799.0,4590.0,li-ning gforce 3700 superlite badminton racket,black,,No,
2333,li-ning gforce 3600 superlite badminton racket (dark grey/ gold),,,,,1799.0,4590.0,li-ning gforce 3600 superlite badminton racket,"grey, gold",,No,
2334,li-ning blade x 500 badminton racket (3u/ 90 gms),,,,,13999.0,24990.0,li-ning blade x 500 badminton racket,,,No,
2335,li-ning blade x 700 badminton racket (3u/ 90 gms),,,,,13499.0,24990.0,li-ning blade x 700 badminton racket,,,No,
2336,yonex power cushion shb 65 x3 unisex badminton shoes (white/ red),,,,,3324.0,5990.0,yonex power cushion shb 65 x3 unisex badminton shoes,"white, red",,No,
2337,yonex astrox 88d game badminton racket,,,,,5299.0,8190.0,yonex astrox 88d game badminton racket,,,No,
2338,nivia hy-court 2.0 badminton shoes (red),,,,,1249.0,1860.0,nivia hy-court 2.0 badminton shoes,red,,No,
2339,nivia powerstrike 3.0 badminton shoes for men (black),,,,,1899.0,2499.0,nivia powerstrike 3.0 badminton shoes for men,black,,No,
2340,asics attack dominate ff 2 badminton shoes for men,,,,,5999.0,7999.0,asics attack dominate ff 2 badminton shoes for men,,,No,
2341,new balance dc 1280 combo cricket kit bag,,,,,3699.0,4499.0,new balance dc 1280 combo cricket kit bag,,,No,
2342,new balance ck4020j4 men's cricket shoes,,,,,4899.0,6999.0,new balance ck4020j4 men's cricket shoes,,,No,
2343,new balance heritage cricket batting gloves,,,,,1599.0,1999.0,new balance heritage cricket batting gloves,,,No,
2344,new balance dc 380 cricket batting gloves,,,,,999.0,1199.0,new balance dc 380 cricket batting gloves,,,No,
2345,new balance heritage 390 kashmir willow cricket bat -sh,,,,,2799.0,3199.0,new balance heritage 390 kashmir willow cricket bat -sh,,,No,
2346,new balance heritage 470 kashmir willow cricket bat -sh,,,,,2999.0,3499.0,new balance heritage 470 kashmir willow cricket bat -sh,,,No,
2347,new balance tc 370 kashmir willow cricket bat -sh,,,,,1999.0,2499.0,new balance tc 370 kashmir willow cricket bat -sh,,,No,
2348,new balance tc 570 english willow cricket bat -sh,,,,,5999.0,7999.0,new balance tc 570 english willow cricket bat -sh,,,No,
2349,new balance tc 640 english willow cricket bat -sh,,,,,10999.0,13999.0,new balance tc 640 english willow cricket bat -sh,,,No,
2350,new balance tc 590 english willow cricket bat -sh,,,,,10499.0,12999.0,new balance tc 590 english willow cricket bat -sh,,,No,
2351,new balance tc 1040 english willow cricket bat -sh,,,,,20999.0,26999.0,new balance tc 1040 english willow cricket bat -sh,,,No,
2352,new balance tc 1140 cricket bat -sh,,,,,27099.0,34499.0,new balance tc 1140 cricket bat -sh,,,No,
2353,new balance dc 570 english willow cricket bat -sh,,,,,5999.0,7999.0,new balance dc 570 english willow cricket bat -sh,,,No,
2354,new balance dc 590 english willow cricket bat with bat cover -sh,,,,,9999.0,12999.0,new balance dc 590 english willow cricket bat with bat cover -sh,,,No,
2355,yonex astrox 77 play badminton racket,,,,,2999.0,5190.0,yonex astrox 77 play badminton racket,,,No,
2356,yonex akayu super 6 badminton shoes for men (black goji berry),,,,,2759.0,4890.0,yonex akayu super 6 badminton shoes for men,black,,No,
2357,yonex akayu super 6 badminton shoes for men (aqua blue),,,,,2759.0,4890.0,yonex akayu super 6 badminton shoes for men,blue,,No,
2358,nivia dominator 2.0 football studs (blue),,,,,1019.0,1499.0,nivia dominator 2.0 football studs,blue,,No,
2359,head speed mp 2022 tennis racquet,,,,,17299.0,27499.0,head speed mp 2022 tennis racquet,,,No,
2360,head speed mp l 2022 tennis racquet,,,,,17299.0,26899.0,head speed mp l 2022 tennis racquet,,,No,
2361,head radical s tennis racquet,,,,,15799.0,24999.0,head radical s tennis racquet,,,No,
2362,head radical lite tennis racquet,,,,,14299.0,22999.0,head radical lite tennis racquet,,,No,
2363,head graphene 360+ speed s tennis racquet,,,,,12799.0,22899.0,head graphene 360+ speed s tennis racquet,,,No,
2364,head boom mp 2022 tennis racquet,,,,,16799.0,26399.0,head boom mp 2022 tennis racquet,,,No,
2365,babolat pure drive tennis racquet,,,,,16499.0,25849.0,babolat pure drive tennis racquet,,,No,
2366,babolat pure drive lite tennis racquet,,,,,15499.0,24499.0,babolat pure drive lite tennis racquet,,,No,
2367,babolat pure aero rafa tennis racquet,,,,,19199.0,30599.0,babolat pure aero rafa tennis racquet,,,No,
2368,babolat pure aero team 2023 tennis racquet,,,,,18699.0,27749.0,babolat pure aero team 2023 tennis racquet,,,No,
2369,ss vintage platinum kashmir willow cricket bat -sh,,,,,4080.0,4800.0,ss vintage platinum kashmir willow cricket bat -sh,,,No,
2370,ss super power kashmir willow cricket bat -sh,,,,,1955.0,2300.0,ss super power kashmir willow cricket bat -sh,,,No,
2371,ss retro 20-20 kashmir willow cricket bat -sh,,,,,2399.0,3050.0,ss retro 20-20 kashmir willow cricket bat -sh,,,No,
2372,ss jaddu jumbo kashmir willow cricket scoop bat -sh,,,,,2136.0,2400.0,ss jaddu jumbo kashmir willow cricket scoop bat -sh,,,No,
2373,ss gg smacker wonder kashmir willow cricket bat -sh,,,,,3499.0,4200.0,ss gg smacker wonder kashmir willow cricket bat -sh,,,No,
2374,mizuno valour v9 white badminton racket,,,,,5890.0,12990.0,mizuno valour v9 badminton racket,white,,No,
2375,mizuno prototype x-3 badminton racket,,,,,12999.0,15999.0,mizuno prototype x-3 badminton racket,,,No,
